position	players	withId
C	Cal Raleigh	Cal Raleigh (663728)
1B	Christian Walker	Christian Walker (572233)
2B	Whit Merrifield	Whit Merrifield (593160)
3B	Nolan Arenado	Nolan Arenado (571448)
SS	Dansby Swanson	Dansby Swanson (621020)
MI	Jeff McNeil	Jeff McNeil (643446)
CI	C.J. Cron	C.J. Cron (543068)
OF	Alex Verdugo	Alex Verdugo (657077)
OF	Lourdes Gurriel Jr.	Lourdes Gurriel Jr. (666971)
OF	Teoscar Hernandez	Teoscar Hernandez (606192)
OF	Yordan Alvarez	Yordan Alvarez (670541)
DH	Alec Bohm	Alec Bohm (664761)
DH	Josh Naylor	Josh Naylor (647304)
DH	Ty France	Ty France (664034)
DH	Ha-Seong Kim	Ha-Seong Kim (673490)
BAT BENCH	Jake McCarthy	Jake McCarthy (664983)
BAT BENCH	Oscar Gonzalez	Oscar Gonzalez (660757)
BAT BENCH	Jesse Winker	Jesse Winker (608385)
SP	Alek Manoah	Alek Manoah (666201)
SP	Corbin Burnes	Corbin Burnes (669203)
SP	Cristian Javier	Cristian Javier (664299)
SP	Kevin Gausman	Kevin Gausman (592332)
SP	Merrill Kelly	Merrill Kelly (518876)
SP	Zac Gallen	Zac Gallen (668678)
RP	Camilo Doval	Camilo Doval (666808)
RP	Scott Barlow	Scott Barlow (605130)
OP	Logan Webb	Logan Webb (657277)
OP	MacKenzie Gore	MacKenzie Gore (669022)
OP	Tony Gonsolin	Tony Gonsolin (664062)
OP	Jason Adam	Jason Adam (592094)
OP	Roansy Contreras	Roansy Contreras (672710)
PITCH BENCH	Brandon Woodruff	Brandon Woodruff (605540)
PITCH BENCH	Craig Kimbrel	Craig Kimbrel (518886)
PITCH BENCH	Cal Quantrill	Cal Quantrill (615698)
PITCH BENCH	A.J. Minter	A.J. Minter (621345)
